Department,Department ID,Display Name,Functional Division,Functional Division ID,Group Division,Group Division ID,Job Code,Job Profile,Management Level,Manager,Position Description Long,Position Number,Username,Role division
Department1,DepartmentID1,Alex613,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber613,User1168,RoleDivision2
Department1,DepartmentID1,Alex158,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription5,PositionNumber158,User1169,RoleDivision2
Department1,DepartmentID1,Alex1010,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription1,PositionNumber1010,User1170,RoleDivision2
Department7,DepartmentID7,Alex1171,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID14,JobDescription14,SeniorLevel0,Manager14,PositionDescription27,PositionNumber1171,User1171,RoleDivision0
Department0,DepartmentID0,Alex866,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager7,PositionDescription16,PositionNumber866,User1172,RoleDivision1
Department4,DepartmentID4,Alex415,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID6,JobDescription6,SeniorLevel1,Manager9,PositionDescription6,PositionNumber415,User1173,RoleDivision4
Department1,DepartmentID1,Alex629,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber629,User1174,RoleDivision2
Department0,DepartmentID0,Alex150,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription1,PositionNumber150,User1175,RoleDivision1
Department0,DepartmentID0,Alex111,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID0,JobDescription0,SeniorLevel0,Manager0,PositionDescription0,PositionNumber111,User1176,RoleDivision0
Department4,DepartmentID4,Alex1233,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID6,JobDescription6,SeniorLevel1,Manager9,PositionDescription6,PositionNumber1233,User1177,RoleDivision4
Department0,DepartmentID0,Alex196,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager0,PositionDescription18,PositionNumber196,User1178,RoleDivision1
Department1,DepartmentID1,Alex1081,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber1081,User1179,RoleDivision2
Department1,DepartmentID1,Alex71,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber71,User1180,RoleDivision2
Department0,DepartmentID0,Alex1029,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager12,PositionDescription16,PositionNumber1029,User1181,RoleDivision1
Department0,DepartmentID0,Alex67,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID1,JobDescription1,SeniorLevel0,Manager1,PositionDescription1,PositionNumber67,User1182,RoleDivision1
Department1,DepartmentID1,Alex542,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber542,User1183,RoleDivision2
Department1,DepartmentID1,Alex238,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription1,PositionNumber238,User1184,RoleDivision2
Department1,DepartmentID1,Alex742,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription1,PositionNumber742,User1185,RoleDivision2
Department1,DepartmentID1,Alex252,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription1,PositionNumber252,User1186,RoleDivision2
Department0,DepartmentID0,Alex44,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID1,JobDescription1,SeniorLevel0,Manager7,PositionDescription1,PositionNumber44,User1187,RoleDivision1
Department1,DepartmentID1,Alex1064,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber1064,User1188,RoleDivision2
Department0,DepartmentID0,Alex1116,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager7,PositionDescription10,PositionNumber1116,User1189,RoleDivision0
Department1,DepartmentID1,Alex239,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription1,PositionNumber239,User1190,RoleDivision2
Department1,DepartmentID1,Alex938,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription5,PositionNumber938,User1191,RoleDivision2
Department0,DepartmentID0,Alex3,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID1,JobDescription1,SeniorLevel0,Manager1,PositionDescription1,PositionNumber3,User1192,RoleDivision1
Department1,DepartmentID1,Alex240,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber240,User1193,RoleDivision2
Department1,DepartmentID1,Alex92,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription1,PositionNumber92,User1194,RoleDivision2
Department0,DepartmentID0,Alex1092,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager7,PositionDescription18,PositionNumber1092,User1195,RoleDivision1
Department7,DepartmentID7,Alex1128,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID11,JobDescription11,SeniorLevel0,Manager1,PositionDescription27,PositionNumber1128,User1196,RoleDivision1
Department1,DepartmentID1,Alex810,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber810,User1197,RoleDivision2
Department1,DepartmentID1,Alex569,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber569,User1198,RoleDivision2
Department3,DepartmentID3,Alex373,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID4,JobDescription4,SeniorLevel2,Manager3,PositionDescription3,PositionNumber373,User1199,RoleDivision4
Department7,DepartmentID7,Alex1095,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID11,JobDescription11,SeniorLevel0,Manager7,PositionDescription27,PositionNumber1095,User1200,RoleDivision1
Department1,DepartmentID1,Alex477,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID4,JobDescription4,SeniorLevel2,Manager4,PositionDescription3,PositionNumber477,User1201,RoleDivision4
Department1,DepartmentID1,Alex369,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber369,User1202,RoleDivision2
Department4,DepartmentID4,Alex389,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID6,JobDescription6,SeniorLevel1,Manager10,PositionDescription6,PositionNumber389,User1203,RoleDivision4
Department1,DepartmentID1,Alex455,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID4,JobDescription4,SeniorLevel2,Manager4,PositionDescription3,PositionNumber455,User1204,RoleDivision4
Department0,DepartmentID0,Alex288,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager7,PositionDescription18,PositionNumber288,User1205,RoleDivision1
Department1,DepartmentID1,Alex54,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription1,PositionNumber54,User1206,RoleDivision2
Department1,DepartmentID1,Alex1165,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber1165,User1207,RoleDivision2
Department0,DepartmentID0,Alex701,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager0,PositionDescription4,PositionNumber701,User1208,RoleDivision0
Department1,DepartmentID1,Alex530,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber530,User1209,RoleDivision2
Department1,DepartmentID1,Alex549,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber549,User1210,RoleDivision2
Department0,DepartmentID0,Alex367,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager8,PositionDescription4,PositionNumber367,User1211,RoleDivision0
Department0,DepartmentID0,Alex962,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager7,PositionDescription4,PositionNumber962,User1212,RoleDivision0
Department1,DepartmentID1,Alex87,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription5,PositionNumber87,User1213,RoleDivision2
Department0,DepartmentID0,Alex1192,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager0,PositionDescription18,PositionNumber1192,User1214,RoleDivision1
Department1,DepartmentID1,Alex19,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription5,PositionNumber19,User1215,RoleDivision2
Department7,DepartmentID7,Alex1140,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID11,JobDescription11,SeniorLevel0,Manager14,PositionDescription27,PositionNumber1140,User1216,RoleDivision1
Department1,DepartmentID1,Alex737,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber737,User1217,RoleDivision2
Department1,DepartmentID1,Alex994,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber994,User1218,RoleDivision2
Department1,DepartmentID1,Alex273,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription5,PositionNumber273,User1219,RoleDivision2
Department1,DepartmentID1,Alex536,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber536,User1220,RoleDivision2
Department1,DepartmentID1,Alex512,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber512,User1221,RoleDivision2
Department1,DepartmentID1,Alex439,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber439,User1222,RoleDivision2
Department1,DepartmentID1,Alex584,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber584,User1223,RoleDivision2
Department7,DepartmentID7,Alex589,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID13,JobDescription13,SeniorLevel0,Manager14,PositionDescription23,PositionNumber589,User1224,RoleDivision0
Department7,DepartmentID7,Alex454,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID13,JobDescription13,SeniorLevel0,Manager1,PositionDescription22,PositionNumber454,User1225,RoleDivision0
Department1,DepartmentID1,Alex521,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber521,User1226,RoleDivision2
Department0,DepartmentID0,Alex1147,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID0,JobDescription0,SeniorLevel0,Manager12,PositionDescription0,PositionNumber1147,User1227,RoleDivision0
Department0,DepartmentID0,Alex354,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription18,PositionNumber354,User1228,RoleDivision1
Department1,DepartmentID1,Alex820,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber820,User1229,RoleDivision2
Department1,DepartmentID1,Alex1070,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription1,PositionNumber1070,User1230,RoleDivision2
Department1,DepartmentID1,Alex524,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID6,JobDescription6,SeniorLevel1,Manager4,PositionDescription6,PositionNumber524,User1231,RoleDivision4
Department0,DepartmentID0,Alex843,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager0,PositionDescription10,PositionNumber843,User1232,RoleDivision0
Department1,DepartmentID1,Alex516,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber516,User1233,RoleDivision2
Department4,DepartmentID4,Alex743,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID6,JobDescription6,SeniorLevel1,Manager4,PositionDescription6,PositionNumber743,User1234,RoleDivision4
Department1,DepartmentID1,Alex1222,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber1222,User1235,RoleDivision2
Department1,DepartmentID1,Alex214,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber214,User1236,RoleDivision2
Department1,DepartmentID1,Alex466,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber466,User1237,RoleDivision2
Department0,DepartmentID0,Alex1003,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager8,PositionDescription13,PositionNumber1003,User1238,RoleDivision1
Department0,DepartmentID0,Alex487,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager8,PositionDescription16,PositionNumber487,User1239,RoleDivision1
Department1,DepartmentID1,Alex1137,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription1,PositionNumber1137,User1240,RoleDivision2
Department0,DepartmentID0,Alex478,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription18,PositionNumber478,User1241,RoleDivision1
Department0,DepartmentID0,Alex294,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription18,PositionNumber294,User1242,RoleDivision1
Department0,DepartmentID0,Alex983,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager12,PositionDescription10,PositionNumber983,User1243,RoleDivision0
Department0,DepartmentID0,Alex270,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription18,PositionNumber270,User1244,RoleDivision1
Department1,DepartmentID1,Alex272,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription1,PositionNumber272,User1245,RoleDivision2
Department1,DepartmentID1,Alex131,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber131,User1246,RoleDivision2
Department1,DepartmentID1,Alex934,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber934,User1247,RoleDivision2
Department0,DepartmentID0,Alex322,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager8,PositionDescription16,PositionNumber322,User1248,RoleDivision1
Department1,DepartmentID1,Alex863,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription1,PositionNumber863,User1249,RoleDivision2
Department1,DepartmentID1,Alex574,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber574,User1250,RoleDivision2
Department1,DepartmentID1,Alex1230,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription1,PositionNumber1230,User1251,RoleDivision2
Department1,DepartmentID1,Alex1217,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription5,PositionNumber1217,User1252,RoleDivision2
Department1,DepartmentID1,Alex179,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber179,User1253,RoleDivision2
Department1,DepartmentID1,Alex769,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription1,PositionNumber769,User1254,RoleDivision2
Department1,DepartmentID1,Alex74,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber74,User1255,RoleDivision2
Department1,DepartmentID1,Alex156,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription1,PositionNumber156,User1256,RoleDivision2
Department1,DepartmentID1,Alex1187,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription1,PositionNumber1187,User1257,RoleDivision2
Department1,DepartmentID1,Alex358,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber358,User1258,RoleDivision2
Department0,DepartmentID0,Alex723,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager12,PositionDescription18,PositionNumber723,User1259,RoleDivision1
Department0,DepartmentID0,Alex422,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager0,PositionDescription18,PositionNumber422,User1260,RoleDivision1
Department1,DepartmentID1,Alex1168,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber1168,User1261,RoleDivision2
Department0,DepartmentID0,Alex988,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager12,PositionDescription16,PositionNumber988,User1262,RoleDivision1
Department9,DepartmentID9,Alex1269,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1267,User1266,RoleDivision8
Department9,DepartmentID9,Alex1268,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1266,User1267,RoleDivision8
Department9,DepartmentID9,Alex1403,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1336,User1268,RoleDivision7
Department9,DepartmentID9,Alex1265,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1263,User1269,RoleDivision8
Department9,DepartmentID9,Alex1389,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1323,User1270,RoleDivision8
Department9,DepartmentID9,Alex1390,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1324,User1271,RoleDivision8
Department9,DepartmentID9,Alex1391,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1325,User1272,RoleDivision7
Department9,DepartmentID9,Alex1388,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1322,User1273,RoleDivision7
Department9,DepartmentID9,Alex1384,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1318,User1274,RoleDivision7
Department9,DepartmentID9,Alex1263,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1261,User1275,RoleDivision8
Department9,DepartmentID9,Alex1356,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID16,JobDescription16,SeniorLevel4,Manager16,PositionDescription35,PositionNumber1303,User1276,RoleDivision7
Department9,DepartmentID9,Alex1330,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID19,JobDescription19,SeniorLevel4,Manager16,PositionDescription40,PositionNumber1286,User1277,RoleDivision5
Department9,DepartmentID9,Alex1342,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID19,JobDescription19,SeniorLevel4,Manager16,PositionDescription40,PositionNumber1289,User1278,RoleDivision5
Department9,DepartmentID9,Alex1255,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID16,JobDescription16,SeniorLevel4,Manager16,PositionDescription35,PositionNumber1255,User1279,RoleDivision5
Department9,DepartmentID9,Alex1382,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID16,JobDescription16,SeniorLevel4,Manager16,PositionDescription35,PositionNumber1317,User1280,RoleDivision5
Department9,DepartmentID9,Alex1374,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID16,JobDescription16,SeniorLevel4,Manager16,PositionDescription35,PositionNumber1309,User1281,RoleDivision5
Department9,DepartmentID9,Alex1335,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID19,JobDescription19,SeniorLevel4,Manager16,PositionDescription40,PositionNumber1288,User1282,RoleDivision7
Department9,DepartmentID9,Alex1256,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID16,JobDescription16,SeniorLevel4,Manager16,PositionDescription35,PositionNumber1256,User1283,RoleDivision5
Department9,DepartmentID9,Alex1377,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID16,JobDescription16,SeniorLevel4,Manager16,PositionDescription35,PositionNumber1312,User1284,RoleDivision7
Department9,DepartmentID9,Alex1399,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1332,User1285,RoleDivision5
Department9,DepartmentID9,Alex1355,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID19,JobDescription19,SeniorLevel4,Manager16,PositionDescription40,PositionNumber1302,User1286,RoleDivision5
Department9,DepartmentID9,Alex1259,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID16,JobDescription16,SeniorLevel4,Manager16,PositionDescription35,PositionNumber1258,User1287,RoleDivision5
Department9,DepartmentID9,Alex1379,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID16,JobDescription16,SeniorLevel4,Manager16,PositionDescription35,PositionNumber1314,User1288,RoleDivision7
Department9,DepartmentID9,Alex1375,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID16,JobDescription16,SeniorLevel4,Manager16,PositionDescription35,PositionNumber1310,User1289,RoleDivision5
Department9,DepartmentID9,Alex1318,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID19,JobDescription19,SeniorLevel4,Manager16,PositionDescription40,PositionNumber1282,User1290,RoleDivision5
Department9,DepartmentID9,Alex1361,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID19,JobDescription19,SeniorLevel4,Manager16,PositionDescription40,PositionNumber1306,User1291,RoleDivision7
Department9,DepartmentID9,Alex1347,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID19,JobDescription19,SeniorLevel4,Manager16,PositionDescription40,PositionNumber1294,User1292,RoleDivision5
Department9,DepartmentID9,Alex1385,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID18,JobDescription18,SeniorLevel4,Manager16,PositionDescription37,PositionNumber1319,User1293,RoleDivision7
Department9,DepartmentID9,Alex1354,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID19,JobDescription19,SeniorLevel4,Manager16,PositionDescription40,PositionNumber1301,User1294,RoleDivision5
Department9,DepartmentID9,Alex1350,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID20,JobDescription20,SeniorLevel4,Manager16,PositionDescription45,PositionNumber1297,User1295,RoleDivision5
