Department,Department ID,Display Name,Function,Function ID,Group,Group ID,Job,Job Profile,Management Level,Manager,Position,Position ID,Username,Role
Department0,DepartmentID0,Alex1147,Function0,FunctionID0,Group0,GroupID0,JobID0,JobDescription0,SeniorLevel0,Manager12,Position0,PositionID1147,User1227,Role0
Department0,DepartmentID0,Alex354,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position18,PositionID354,User1228,Role1
Department1,DepartmentID1,Alex820,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position5,PositionID820,User1229,Role2
Department1,DepartmentID1,Alex1070,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1070,User1230,Role2
Department1,DepartmentID1,Alex524,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager4,Position6,PositionID524,User1231,Role4
Department0,DepartmentID0,Alex843,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager0,Position10,PositionID843,User1232,Role0
Department1,DepartmentID1,Alex516,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID516,User1233,Role2
Department4,DepartmentID4,Alex743,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager4,Position6,PositionID743,User1234,Role4
Department1,DepartmentID1,Alex1222,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position5,PositionID1222,User1235,Role2
Department1,DepartmentID1,Alex214,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID214,User1236,Role2
Department1,DepartmentID1,Alex466,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID466,User1237,Role2
Department0,DepartmentID0,Alex1003,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager8,Position13,PositionID1003,User1238,Role1
Department0,DepartmentID0,Alex487,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager8,Position16,PositionID487,User1239,Role1
Department1,DepartmentID1,Alex1137,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1137,User1240,Role2
Department0,DepartmentID0,Alex478,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position18,PositionID478,User1241,Role1
Department0,DepartmentID0,Alex294,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position18,PositionID294,User1242,Role1
Department0,DepartmentID0,Alex983,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager12,Position10,PositionID983,User1243,Role0
Department0,DepartmentID0,Alex270,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position18,PositionID270,User1244,Role1
Department1,DepartmentID1,Alex272,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position1,PositionID272,User1245,Role2
Department1,DepartmentID1,Alex131,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID131,User1246,Role2
Department1,DepartmentID1,Alex934,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position5,PositionID934,User1247,Role2
Department0,DepartmentID0,Alex322,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager8,Position16,PositionID322,User1248,Role1
Department1,DepartmentID1,Alex863,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position1,PositionID863,User1249,Role2
Department1,DepartmentID1,Alex574,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID574,User1250,Role2
Department1,DepartmentID1,Alex1230,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position1,PositionID1230,User1251,Role2
Department1,DepartmentID1,Alex1217,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position5,PositionID1217,User1252,Role2
Department1,DepartmentID1,Alex179,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID179,User1253,Role2
Department1,DepartmentID1,Alex769,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID769,User1254,Role2
Department1,DepartmentID1,Alex74,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID74,User1255,Role2
Department1,DepartmentID1,Alex156,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position1,PositionID156,User1256,Role2
Department1,DepartmentID1,Alex1187,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1187,User1257,Role2
Department1,DepartmentID1,Alex358,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID358,User1258,Role2
Department0,DepartmentID0,Alex723,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position18,PositionID723,User1259,Role1
Department0,DepartmentID0,Alex422,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID422,User1260,Role1
Department1,DepartmentID1,Alex1168,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID1168,User1261,Role2
Department0,DepartmentID0,Alex988,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position16,PositionID988,User1262,Role1
Department9,DepartmentID9,Alex1269,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1267,User1266,Role8
Department9,DepartmentID9,Alex1268,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1266,User1267,Role8
Department9,DepartmentID9,Alex1403,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1336,User1268,Role7
Department9,DepartmentID9,Alex1265,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1263,User1269,Role8
Department9,DepartmentID9,Alex1389,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1323,User1270,Role8
Department9,DepartmentID9,Alex1390,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1324,User1271,Role8
Department9,DepartmentID9,Alex1391,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1325,User1272,Role7
Department9,DepartmentID9,Alex1388,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1322,User1273,Role7
Department9,DepartmentID9,Alex1384,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1318,User1274,Role7
Department9,DepartmentID9,Alex1263,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1261,User1275,Role8
Department9,DepartmentID9,Alex1356,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1303,User1276,Role7
Department9,DepartmentID9,Alex1330,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1286,User1277,Role5
Department9,DepartmentID9,Alex1342,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1289,User1278,Role5
Department9,DepartmentID9,Alex1255,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1255,User1279,Role5
Department9,DepartmentID9,Alex1382,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1317,User1280,Role5
Department9,DepartmentID9,Alex1374,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1309,User1281,Role5
Department9,DepartmentID9,Alex1335,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1288,User1282,Role7
Department9,DepartmentID9,Alex1256,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1256,User1283,Role5
Department9,DepartmentID9,Alex1377,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1312,User1284,Role7
Department9,DepartmentID9,Alex1399,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1332,User1285,Role5
Department9,DepartmentID9,Alex1355,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1302,User1286,Role5
Department9,DepartmentID9,Alex1259,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1258,User1287,Role5
Department9,DepartmentID9,Alex1379,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1314,User1288,Role7
Department9,DepartmentID9,Alex1375,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1310,User1289,Role5
Department9,DepartmentID9,Alex1318,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1282,User1290,Role5
Department9,DepartmentID9,Alex1361,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1306,User1291,Role7
Department9,DepartmentID9,Alex1347,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1294,User1292,Role5
Department9,DepartmentID9,Alex1385,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1319,User1293,Role7
Department9,DepartmentID9,Alex1354,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1301,User1294,Role5
Department9,DepartmentID9,Alex1350,Function1,FunctionID1,Group0,GroupID0,JobID20,JobDescription20,SeniorLevel4,Manager16,Position45,PositionID1297,User1295,Role5
Department9,DepartmentID9,Alex1402,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1335,User1296,Role5
Department9,DepartmentID9,Alex1394,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1328,User1297,Role8
Department9,DepartmentID9,Alex1381,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1316,User1298,Role5
Department9,DepartmentID9,Alex1267,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1265,User1299,Role8
Department9,DepartmentID9,Alex1386,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1320,User1300,Role5
Department9,DepartmentID9,Alex1348,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1295,User1302,Role5
Department9,DepartmentID9,Alex1353,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1300,User1303,Role5
Department9,DepartmentID9,Alex1272,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1270,User1304,Role5
Department9,DepartmentID9,Alex1396,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1330,User1305,Role8
Department9,DepartmentID9,Alex1395,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1329,User1306,Role8
Department9,DepartmentID9,Alex1376,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1311,User1307,Role5
Department9,DepartmentID9,Alex1405,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1338,User1310,Role5
Department9,DepartmentID9,Alex1387,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1321,User1311,Role5
Department9,DepartmentID9,Alex1392,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1326,User1312,Role8
Department9,DepartmentID9,Alex1270,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1268,User1313,Role8
Department9,DepartmentID9,Alex1397,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1331,User1314,Role7
Department9,DepartmentID9,Alex1261,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1259,User1315,Role7
Department9,DepartmentID9,Alex1266,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1264,User1316,Role8
Department9,DepartmentID9,Alex1393,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1327,User1318,Role8
Department9,DepartmentID9,Alex1378,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1313,User1319,Role5
Department9,DepartmentID9,Alex1352,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1299,User1320,Role5
Department9,DepartmentID9,Alex1349,Function1,FunctionID1,Group0,GroupID0,JobID20,JobDescription20,SeniorLevel4,Manager16,Position45,PositionID1296,User1322,Role5
Department9,DepartmentID9,Alex1372,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1307,User1323,Role5
Department9,DepartmentID9,Alex1404,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1337,User1324,Role8
Department9,DepartmentID9,Alex1343,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1290,User1325,Role5
Department9,DepartmentID9,Alex1351,Function1,FunctionID1,Group0,GroupID0,JobID21,JobDescription21,SeniorLevel4,Manager16,Position46,PositionID1298,User1326,Role5
Department9,DepartmentID9,Alex1311,Function1,FunctionID1,Group0,GroupID0,JobID20,JobDescription20,SeniorLevel4,Manager16,Position42,PositionID1280,User1327,Role7
Department9,DepartmentID9,Alex1400,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1333,User1328,Role5
Department9,DepartmentID9,Alex1264,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1262,User1329,Role8
Department9,DepartmentID9,Alex1358,Function1,FunctionID1,Group0,GroupID0,JobID22,JobDescription22,SeniorLevel2,Manager16,Position47,PositionID1304,User1330,Role5
Department9,DepartmentID9,Alex1401,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1334,User1331,Role5
Department9,DepartmentID9,Alex1344,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1291,User1332,Role5
Department9,DepartmentID9,Alex1292,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1277,User1333,Role5
Department9,DepartmentID9,Alex1346,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1293,User1334,Role7
Department9,DepartmentID9,Alex1380,Function1,FunctionID1,Group0,GroupID0,JobID16,JobDescription16,SeniorLevel4,Manager16,Position35,PositionID1315,User1335,Role5
Department9,DepartmentID9,Alex1262,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1260,User1336,Role8
Department9,DepartmentID9,Alex1271,Function1,FunctionID1,Group0,GroupID0,JobID18,JobDescription18,SeniorLevel4,Manager16,Position37,PositionID1269,User1337,Role8
Department9,DepartmentID9,Alex1332,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1287,User1338,Role5
Department9,DepartmentID9,Alex1345,Function1,FunctionID1,Group0,GroupID0,JobID19,JobDescription19,SeniorLevel4,Manager16,Position40,PositionID1292,User1339,Role7
Department9,DepartmentID9,Alex1306,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1340,Role6
Department9,DepartmentID9,Alex1364,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position38,PositionID1271,User1342,Role6
Department9,DepartmentID9,Alex1365,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position38,PositionID1271,User1343,Role6
Department9,DepartmentID9,Alex1367,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position38,PositionID1271,User1344,Role6
Department9,DepartmentID9,Alex1300,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1345,Role6
Department9,DepartmentID9,Alex1338,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1346,Role6
Department9,DepartmentID9,Alex1307,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1347,Role6
Department9,DepartmentID9,Alex1319,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position43,PositionID1283,User1348,Role6
Department9,DepartmentID9,Alex1373,Function1,FunctionID2,Group2,GroupID3,JobID17,JobDescription17,SeniorLevel7,Manager17,Position38,PositionID1308,User1349,Role6
Department9,DepartmentID9,Alex1324,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1350,Role6
Department9,DepartmentID9,Alex1333,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1351,Role6
Department9,DepartmentID9,Alex1291,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1352,Role6
Department9,DepartmentID9,Alex1327,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1353,Role6
Department9,DepartmentID9,Alex1313,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1354,Role6
Department9,DepartmentID9,Alex1301,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1355,Role6
Department9,DepartmentID9,Alex1280,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1356,Role6
Department9,DepartmentID9,Alex1398,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position36,PositionID1272,User1357,Role6
Department9,DepartmentID9,Alex1274,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position38,PositionID1271,User1358,Role6
Department9,DepartmentID9,Alex1312,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1359,Role6
Department9,DepartmentID9,Alex1328,Function1,FunctionID2,Group2,GroupID3,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1360,Role6
Department9,DepartmentID9,Alex1287,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position38,PositionID1271,User1361,Role6
Department9,DepartmentID9,Alex1299,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1362,Role6
Department9,DepartmentID9,Alex1278,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1363,Role6
Department9,DepartmentID9,Alex1336,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1364,Role6
Department9,DepartmentID9,Alex1294,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1365,Role6
Department9,DepartmentID9,Alex1283,Function1,FunctionID2,Group2,GroupID3,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1275,User1366,Role6
Department9,DepartmentID9,Alex1286,Function1,FunctionID2,Group2,GroupID3,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1276,User1367,Role6
Department9,DepartmentID9,Alex1281,Function1,FunctionID1,Group2,GroupID2,JobID19,JobDescription19,SeniorLevel4,Manager18,Position40,PositionID1274,User1368,Role6
Department9,DepartmentID9,Alex1316,Function1,FunctionID1,Group2,GroupID2,JobID19,JobDescription19,SeniorLevel4,Manager18,Position40,PositionID1281,User1369,Role6
Department9,DepartmentID9,Alex1329,Function1,FunctionID2,Group2,GroupID3,JobID17,JobDescription17,SeniorLevel7,Manager19,Position40,PositionID1285,User1370,Role6
Department9,DepartmentID9,Alex1360,Function1,FunctionID1,Group2,GroupID2,JobID19,JobDescription19,SeniorLevel4,Manager18,Position40,PositionID1305,User1371,Role6
Department9,DepartmentID9,Alex1310,Function1,FunctionID2,Group2,GroupID3,JobID17,JobDescription17,SeniorLevel7,Manager17,Position39,PositionID1273,User1372,Role6
Department9,DepartmentID9,Alex1275,Function1,FunctionID2,Group1,GroupID1,JobID17,JobDescription17,SeniorLevel7,Manager17,Position38,PositionID1271,User1373,Role6
Department10,DepartmentID10,Alex1647,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1581,User1374,Role9
Department10,DepartmentID10,Alex1429,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1363,User1375,Role9
Department10,DepartmentID10,Alex1718,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1652,User1376,Role9
Department10,DepartmentID10,Alex1650,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1584,User1377,Role9
Department10,DepartmentID10,Alex1436,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1370,User1378,Role9
Department10,DepartmentID10,Alex1661,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1595,User1379,Role9
Department10,DepartmentID10,Alex1714,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1648,User1380,Role9
Department10,DepartmentID10,Alex1639,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1573,User1381,Role9
Department10,DepartmentID10,Alex1741,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1675,User1382,Role9
Department10,DepartmentID10,Alex1421,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1355,User1383,Role9
Department10,DepartmentID10,Alex1440,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1374,User1384,Role9
Department10,DepartmentID10,Alex1566,Function1,FunctionID1,Group0,GroupID0,JobID26,JobDescription26,SeniorLevel4,Manager16,Position51,PositionID1500,User1385,Role9
Department10,DepartmentID10,Alex1704,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1638,User1386,Role9
Department10,DepartmentID10,Alex1532,Function1,FunctionID1,Group0,GroupID0,JobID26,JobDescription26,SeniorLevel4,Manager16,Position51,PositionID1466,User1387,Role9
Department10,DepartmentID10,Alex1537,Function1,FunctionID1,Group0,GroupID0,JobID27,JobDescription27,SeniorLevel4,Manager16,Position56,PositionID1471,User1388,Role9
Department10,DepartmentID10,Alex1622,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1556,User1389,Role9
Department10,DepartmentID10,Alex1604,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1538,User1390,Role9
Department10,DepartmentID10,Alex1482,Function1,FunctionID1,Group0,GroupID0,JobID27,JobDescription27,SeniorLevel4,Manager16,Position53,PositionID1416,User1391,Role9
Department10,DepartmentID10,Alex1457,Function1,FunctionID1,Group0,GroupID0,JobID26,JobDescription26,SeniorLevel4,Manager16,Position51,PositionID1391,User1392,Role9
Department10,DepartmentID10,Alex1442,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1376,User1393,Role9
Department10,DepartmentID10,Alex1632,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1566,User1394,Role9
Department10,DepartmentID10,Alex1637,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1571,User1395,Role9
Department10,DepartmentID10,Alex1607,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1541,User1396,Role9
Department10,DepartmentID10,Alex1469,Function1,FunctionID1,Group0,GroupID0,JobID27,JobDescription27,SeniorLevel4,Manager16,Position53,PositionID1403,User1397,Role9
Department10,DepartmentID10,Alex1648,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1582,User1398,Role9
Department10,DepartmentID10,Alex1572,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1506,User1399,Role9
Department10,DepartmentID10,Alex1635,Function1,FunctionID1,Group0,GroupID0,JobID24,JobDescription24,SeniorLevel4,Manager16,Position49,PositionID1569,User1400,Role9
Department10,DepartmentID10,Alex1742,Function1,FunctionID1,Group0,GroupID0,JobID23,JobDescription23,SeniorLevel4,Manager16,Position48,PositionID1676,User1401,Role9
